Status,Status (Successful),Category,Qty,Amount,ship-postal-code
RTS (Return to Seller),False,Set,1,1115.0,736101
RTS (Return to Seller),False,Western Dress,1,0.0,110096
RTS (Return to Seller),False,Kurta,1,568.0,562159
RTS (Return to Seller),False,Top,1,599.0,122022
